ï»¿Time,Time Code,Country Name,Country Code,GDP per unit of energy use (PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP],GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP.KD],"Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]",Alternative and nuclear energy (% of total energy use) [EG.USE.COMM.CL.ZS],"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP) [EG.USE.COMM.GD.PP.KD]",Combustible renewables and waste (% of total energy) [EG.USE.CRNW.ZS],Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],Pump price for diesel fuel (US$ per liter) [EP.PMP.DESL.CD],Pump price for gasoline (US$ per liter) [EP.PMP.SGAS.CD],Natural gas rents (% of GDP) [NY.GDP.NGAS.RT.ZS],Fuel exports (% of merchandise exports) [TX.VAL.FUEL.ZS.UN],Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS]
2002,YR2002,Liberia,LBR,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Libya,LBY,5.547300594,6.739220525,-339.5180724,0,148.3851131,0.855166928,3071.600867,0.08,0.1,2.413820107,..,47.57816443
2002,YR2002,Liechtenstein,LIE,..,..,..,..,..,..,..,0.93,0.89,0,..,0
2002,YR2002,Lithuania,LTU,4.169064882,5.398470763,42.10797084,42.65115436,185.237643,8.234646796,2574.353331,0.59,0.69,..,18.62499945,..
2002,YR2002,Luxembourg,LUX,7.271242875,10.2276798,98.00535351,0.292144362,97.77388616,1.705766463,8170.466745,0.65,0.76,0,0.5768711,0
2002,YR2002,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,0,3.48E-05,0
2002,YR2002,"Macedonia, FYR",MKD,5.119863431,6.82379552,40.13540038,3.088823712,146.5460091,5.812538799,1245.851789,0.63,0.85,0,2.248826476,0
2002,YR2002,Madagascar,MDG,..,..,..,..,..,..,..,0.65,1.08,0,1.960112509,0
2002,YR2002,Malawi,MWI,..,..,..,..,..,..,..,0.62,0.66,0,0.018039702,0
2002,YR2002,Malaysia,MYS,6.187811377,7.517354562,-55.01156118,0.856113535,133.02552,5.445511084,2183.873421,0.19,0.35,4.445201334,8.577718514,5.192524969
2002,YR2002,Maldives,MDV,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Mali,MLI,..,..,..,..,..,..,..,0.55,0.69,0,3.579634121,0
2002,YR2002,Malta,MLT,10.42877098,13.59157189,99.88608756,0.032565878,73.57500724,0.081346565,1853.420344,0.53,0.87,0,0.029173668,0
2002,YR2002,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Mauritania,MRT,..,..,..,..,..,..,..,0.39,0.63,0,..,0
2002,YR2002,Mauritius,MUS,11.04006091,13.41218198,75.4207269,0.703128714,74.55908377,23.87614439,873.1958018,..,..,0,0.043101702,0
2002,YR2002,Mexico,MEX,7.324537988,10.18281821,-53.57459922,6.292850537,98.2046403,5.703216054,1412.869399,0.47,0.62,0.4103306,8.903197614,3.166235112
2002,YR2002,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Moldova,MDA,2.57758031,3.131411726,96.84821612,1.04735348,319.3447836,2.24020323,854.418721,..,..,0,0.026638352,0
2002,YR2002,Monaco,MCO,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Mongolia,MNG,3.830856442,4.65397285,17.97063693,0,214.8701834,6.505612367,1058.164856,0.37,0.38,0,0.849650844,0.203830478
2002,YR2002,Montenegro,MNE,..,..,..,..,..,..,..,0.66,0.74,0,..,0
2002,YR2002,Morocco,MAR,10.08453224,12.25134378,88.30982013,0.755595644,81.62369925,10.52664976,402.3127893,0.55,0.87,0.00931538,2.818798594,0.004959456
2002,YR2002,Mozambique,MOZ,1.339774902,1.62764544,-1.542664671,14.25681665,614.3844201,86.91358893,395.1276868,0.43,0.46,0.005398974,13.34244923,0
2002,YR2002,Myanmar,MMR,..,..,-26.83664405,1.39970397,..,74.52037013,266.3858449,0.28,0.36,..,..,..
2002,YR2002,Namibia,NAM,9.423628658,11.44843525,71.95378005,11.39465268,87.34818149,16.65156728,548.5866676,0.43,0.45,0,0.665375615,0
2002,YR2002,Nepal,NPL,3.728556269,4.529691966,10.0361207,2.152172231,220.7655636,87.72667552,345.370792,0.34,0.66,0,..,0
2002,YR2002,Netherlands,NLD,7.242005941,9.034959059,19.88420109,1.513966687,110.6811878,2.621510587,4687.98228,0.81,1.12,1.069354881,5.463731866,0.066694552
2002,YR2002,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,1.215479763,..
2002,YR2002,New Zealand,NZL,5.382828735,6.836344083,14.56208065,22.93025397,146.2770141,6.927026402,4335.202482,0.33,0.55,0.795557103,2.385607754,0.312975999
2002,YR2002,Nicaragua,NIC,5.669060823,6.887142746,46.71916998,7.851970604,145.198094,45.42885942,508.7405854,0.41,0.54,0,1.833359303,0
2002,YR2002,Niger,NER,..,..,..,..,..,..,..,0.55,0.77,0,1.384238046,0
2002,YR2002,Nigeria,NGA,3.334144149,4.050534544,-106.3269127,0.759570288,246.8809954,79.47860919,721.3122098,0.19,0.2,1.972029852,94.03746439,25.67176959
2002,YR2002,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,Norway,NOR,6.87373227,10.95781494,-842.4340459,44.68714899,91.25906993,5.162601858,5489.440542,1.18,1.23,2.593487658,60.65006439,11.0115492
2002,YR2002,Oman,OMN,9.388908764,11.40625527,-602.5508862,0,87.67119236,0,3887.718378,0.26,0.31,5.547624605,77.26509991,30.69383736
2002,YR2002,Pakistan,PAK,6.377678956,7.748018012,24.24958983,3.611639324,129.0652653,37.98096184,455.9273369,0.35,0.52,2.627324353,1.926437715,0.625410263
2002,YR2002,Palau,PLW,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Panama,PAN,9.80453722,11.91118767,70.20915395,11.14311762,83.95468423,18.64772843,834.6709159,0.36,0.51,0,6.208511248,0
2002,YR2002,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,0.311703799,27.3184753,13.73788504
2002,YR2002,Paraguay,PRY,6.776191819,8.232157282,-61.94284403,..,121.4748414,55.24517346,705.4337615,0.34,0.56,0,0.310078422,0
2002,YR2002,Peru,PER,12.40261006,15.06749506,21.75302458,13.52649583,66.36803239,19.06869511,446.3408272,0.48,0.74,0.062220757,7.769094994,1.219027092
2002,YR2002,Philippines,PHL,7.450791222,9.051704387,48.20669353,24.24264105,110.4764315,19.8844419,477.4572111,0.27,0.35,0.18687443,1.187961584,0.135548899
2002,YR2002,Poland,POL,4.987388879,6.471312155,9.748627674,0.233564109,154.5281662,4.997707449,2324.318518,0.68,0.83,0.164546444,4.944517421,0.050855937
2002,YR2002,Portugal,PRT,7.802950306,10.70674884,85.88937648,3.119425499,93.39903408,10.99119802,2477.48975,0.71,0.97,0,1.79521742,0
2002,YR2002,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Qatar,QAT,4.360273597,5.297143146,-398.5826506,0,188.7810037,0,21517.77934,..,..,12.67458755,89.30487713,26.99583077
2002,YR2002,Romania,ROM,4.039727075,6.698818023,23.363786,7.430774629,149.2800665,6.459208042,1755.130026,0.57,0.64,2.13383766,7.908986659,1.785550939
2002,YR2002,Russian Federation,RUS,1.87238728,3.411464406,-67.91673691,8.242540337,293.1292492,1.108326004,4288.174107,0.25,0.35,10.25800529,52.47331072,14.38889567
2002,YR2002,Rwanda,RWA,..,..,..,..,..,..,..,0.84,0.84,0,0,0
2002,YR2002,Samoa,WSM,..,..,..,..,..,..,..,..,..,0,0.730761731,0
2002,YR2002,San Marino,SMR,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,0,0.000120237,0
2002,YR2002,Saudi Arabia,SAU,5.631675786,6.841724979,-290.7699289,0,146.1619698,0.004692919,4907.897847,0.1,0.24,2.873369094,89.40471779,30.30360474
2002,YR2002,Senegal,SEN,6.246207533,7.588298001,52.16169724,0.640508516,131.7818567,45.60381873,253.3009184,0.53,0.75,0.005586775,0.025908754,0
2002,YR2002,Serbia,SRB,3.191707533,4.117794781,25.83369082,6.358948116,242.8484306,5.049199883,2118.790309,0.66,0.74,0.207025009,3.408026738,0.703813578
2002,YR2002,Seychelles,SYC,..,..,..,..,..,..,..,..,..,0,0.000757981,0
2002,YR2002,Sierra Leone,SLE,..,..,..,..,..,..,..,0.5,0.51,0,..,0
2002,YR2002,Singapore,SGP,8.357412546,10.15312677,98.15622545,0,98.49182648,1.843774548,5065.923851,0.38,0.85,0,7.702176386,0
2002,YR2002,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,Slovak Republic,SVK,3.77075418,4.734838067,63.58698214,27.68745293,211.2004647,1.779196089,3483.867506,0.7,0.74,0.03783871,5.984360871,0.017376192
2002,YR2002,Slovenia,SVN,5.87771731,7.001937632,51.13535907,25.26234324,142.8176103,6.303045867,3424.452879,0.67,0.76,0.00200542,1.106132321,0.000408389
2002,YR2002,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Somalia,SOM,..,..,..,..,..,..,..,0.29,0.35,..,..,..
2002,YR2002,South Africa,ZAF,3.48136732,4.229390799,-30.83279406,3.043157647,236.4406714,11.95996252,2414.814076,0.4,0.43,0.161302575,11.98793997,0.125012454
2002,YR2002,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,Spain,ESP,7.934411607,10.24769534,75.41840141,14.83258965,97.5829166,3.350779854,3107.867341,0.72,0.83,0.00606424,2.556058417,0.006219712
2002,YR2002,Sri Lanka,LKA,10.69696849,12.99537106,44.57491047,2.838528589,76.95047685,52.56861857,433.3001955,0.31,0.54,0,0.010078899,0
2002,YR2002,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,0,0.013773417,0
2002,YR2002,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,0,4.66E-06,0
2002,YR2002,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,0,0.001787791,0
2002,YR2002,Sudan,SDN,4.786957289,5.815506166,-61.84865796,0.731482841,171.9540779,80.14704337,411.1375052,0.24,0.3,0,72.44165245,11.81445596
2002,YR2002,Suriname,SUR,..,..,..,..,..,..,..,0.41,0.56,0,2.351532825,6.497100995
2002,YR2002,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,0,0.702540905,0
2002,YR2002,Sweden,SWE,5.306777124,6.539203976,38.53408654,45.40788782,152.9238121,14.86551656,5802.110105,0.96,1.06,0,2.77125532,0
2002,YR2002,Switzerland,CHE,10.23606212,13.83784614,52.97819351,39.71915215,72.26558163,7.30400243,3553.778007,0.93,0.89,0,2.068521652,0
2002,YR2002,Syrian Arab Republic,SYR,..,..,-123.1086346,1.259533925,..,0.031108013,984.5693381,0.18,0.53,2.622586421,72.16648189,21.31868802
2002,YR2002,Tajikistan,TJK,3.465042387,4.209558213,36.0184904,61.30111584,237.5546196,0,332.0640011,0.24,0.36,0.19365221,..,0.1801281
2002,YR2002,Tanzania,TZA,3.084156027,3.74683276,6.635960272,1.568305637,266.892083,91.46934791,415.9882952,0.61,0.67,0,0.115729441,0
2002,YR2002,Thailand,THA,6.357113567,7.723033843,44.10993124,0.783186168,129.482794,17.0237654,1282.52596,0.32,0.36,1.330080208,2.457233839,0.762452111
2002,YR2002,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Togo,TGO,2.335249038,2.837011981,15.09808714,0.339178771,352.4835309,84.56273409,424.0340976,0.46,0.56,0,0.53434363,0
2002,YR2002,Tonga,TON,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,Trinidad and Tobago,TTO,1.778908563,2.161133491,-92.486051,0,462.7201439,0.366316749,9361.363708,0.21,0.4,16.37411184,60.08373067,12.50130922
2002,YR2002,Tunisia,TUN,8.15064223,9.90192878,14.1819598,0.10346013,100.9904254,12.88827304,801.4891937,0.19,0.29,0.912241678,9.364939733,2.325844891
2002,YR2002,Turkey,TUR,7.707717177,11.09889981,67.51047754,5.440818315,90.0990204,8.105175148,1139.69491,0.78,1.02,0.012060573,1.921177665,0.144440601
2002,YR2002,Turkmenistan,TKM,1.311783442,1.593639599,-236.7482799,0,627.4944475,0,3436.974096,0.01,0.02,..,..,..
2002,YR2002,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,0.244887892,..
2002,YR2002,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,0,0.138592596,0
2002,YR2002,Uganda,UGA,..,..,..,..,..,..,..,0.7,0.83,0,4.200052818,0
2002,YR2002,Ukraine,UKR,1.649290933,2.003665588,43.40372768,15.60049669,499.0852795,0.19286979,2813.159691,0.34,0.47,2.97757562,8.981410379,0.851243569
2002,YR2002,United Arab Emirates,ARE,6.887974268,8.367957851,-267.0456312,0,119.50347,0.041687414,11958.47746,0.3,0.29,3.328384663,..,14.08547532
2002,YR2002,United Kingdom,GBR,8.182297084,9.347439411,-18.30453031,10.73315787,106.9811695,1.241536849,3676.91977,1.2,1.18,0.459005506,8.108056176,0.890478469
2002,YR2002,United States,USA,4.866041029,5.911582222,26.60412855,10.78451414,169.1594504,2.879438728,7843.344849,0.39,0.4,0.208567096,1.837497845,0.26665881
2002,YR2002,Uruguay,URY,12.3036263,14.94724316,51.24542765,32.30822936,66.90196908,16.47589284,762.6981432,0.2,0.46,0,0.840412572,0
2002,YR2002,Uzbekistan,UZB,1.021708682,1.241237968,-5.740529933,1.000204028,805.6472858,0.007317337,2104.663806,0.26,0.38,39.76249799,..,10.85492685
2002,YR2002,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,0,..,0
2002,YR2002,"Venezuela, RB",VEN,4.75414669,5.775645722,-253.3289642,8.890420966,173.1408137,1.23647796,2267.368588,0.05,0.05,2.623049756,80.29947096,22.43295148
2002,YR2002,Vietnam,VNM,5.716578919,6.944870811,-33.31726143,4.679915365,143.9911594,43.04857211,420.4468321,0.27,0.34,0.537555993,21.26250132,6.686137607
2002,YR2002,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
2002,YR2002,West Bank and Gaza,WBG,..,..,..,..,..,..,..,0.52,0.99,0,..,0
2002,YR2002,"Yemen, Rep.",YEM,12.2582799,14.89215341,-335.8782654,0,67.14945599,1.606045829,270.8131229,0.1,0.21,0,93.54263027,30.28838254
2002,YR2002,Zambia,ZMB,3.026978506,3.6773698,6.328984232,10.46758861,271.933489,81.29746227,597.5299951,0.6,0.72,0,0.835587467,0
2002,YR2002,Zimbabwe,ZWE,2.445774028,2.971284906,10.64277551,3.341621062,336.5547336,58.75818525,772.3988729,0.05,0.05,0,1.246369225,0
2003,YR2003,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,0.056478049,..,0
2003,YR2003,Albania,ALB,7.995612404,9.63727091,49.01463468,21.42521786,103.7638154,10.04805137,648.1683871,..,..,0.029777766,0.939453931,0.950377575
2003,YR2003,Algeria,DZA,10.20376849,12.1538452,-405.9437112,0.074240523,82.27848744,0.191523609,947.6039212,..,..,17.89699462,97.26684634,19.83643881
2003,YR2003,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
2003,YR2003,Andorra,ADO,..,..,..,..,..,..,..,..,..,0,0.006610765,0
2003,YR2003,Angola,AGO,..,..,-471.9374534,1.185303419,..,68.95943496,539.4461038,..,..,0.535675368,..,47.32687678
2003,YR2003,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Argentina,ARG,..,..,-41.41718252,8.02432437,..,5.249879361,1589.541099,..,..,4.079344451,17.12277692,4.682138811
2003,YR2003,Armenia,ARM,5.379923634,6.408099038,64.5125698,34.88477032,156.0525195,0.60265988,652.4845048,..,..,0,2.042303246,0
2003,YR2003,Aruba,ABW,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Australia,AUS,5.330552238,6.647925588,-127.8260188,1.382259422,150.422863,4.731715162,5568.764941,..,..,0.977984801,16.87109656,0.9738194
2003,YR2003,Austria,AUT,8.122067225,9.976561995,70.17712363,9.311942334,100.2349307,10.64578007,3964.418551,..,..,0.106227101,2.562378645,0.058733227
2003,YR2003,Azerbaijan,AZE,3.349545205,3.98968812,-63.24660233,1.746397983,250.6461583,0.197386218,1476.590884,..,..,8.057954186,86.01067066,34.92598112
2003,YR2003,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,0,0,0
2003,YR2003,Bahrain,BHR,3.166832633,3.77205673,-94.39615528,0,265.1073596,0,11801.98006,..,..,11.35557867,72.5181646,14.93409646
2003,YR2003,Bangladesh,BGD,9.635869531,11.47741315,18.53465298,0.299441853,87.12764687,37.18362697,155.2043867,..,..,2.816644627,0.323339463,0.088455783
2003,YR2003,Barbados,BRB,..,..,..,..,..,..,..,..,..,0.114854731,7.465995536,0.256458438
2003,YR2003,Belarus,BLR,2.787779289,3.320561218,86.5986284,0.009297461,301.1539117,3.825476766,2643.619782,..,..,0.184520391,21.86294277,1.685120498
2003,YR2003,Belgium,BEL,5.433353184,6.596651535,76.90008323,20.88106016,151.5920607,2.373413866,5714.573917,..,..,0,5.293962864,0
2003,YR2003,Belize,BLZ,..,..,..,..,..,..,..,..,..,0,0,0
2003,YR2003,Benin,BEN,4.591336379,5.468802205,33.9268617,0.007210204,182.8553973,66.0659281,311.193226,..,..,0,0,0.098958742
2003,YR2003,Bermuda,BMU,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Bhutan,BTN,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Bolivia,BOL,5.60029847,6.670590454,-73.84550634,2.894185952,149.9117667,31.04433703,670.1519337,..,..,10.14301266,31.45656859,4.103712875
2003,YR2003,Bosnia and Herzegovina,BIH,4.594150065,6.136635067,20.81596105,8.799390954,162.9557549,4.147911496,1152.383627,..,..,0,4.482399497,0
2003,YR2003,Botswana,BWA,9.025206223,10.75004391,47.09640175,0.026904312,93.02287582,27.96754298,1028.566016,..,..,0,0.041123502,0
2003,YR2003,Brazil,BRA,8.916625823,10.62071235,10.38879767,14.9976609,94.155643,28.71016823,1083.587967,..,..,0.219922374,5.193161402,2.155995587
2003,YR2003,Brunei Darussalam,BRN,9.09548992,10.83375977,-746.201598,0,92.30405895,0,7166.027286,..,..,25.90363895,94.38116106,27.54702627
2003,YR2003,Bulgaria,BGR,3.382028551,4.375507207,47.44360969,24.6406528,228.5449326,3.65533392,2479.544407,..,..,0.009485917,5.794927661,0.023560883
2003,YR2003,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,0,0.041422676,0
2003,YR2003,Burundi,BDI,..,..,..,..,..,..,..,..,..,0,0.649256943,0
2003,YR2003,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Cambodia,KHM,4.266880879,5.082338917,19.57429911,0.087780395,196.7598022,80.3379205,318.9477396,..,..,0,0.000957294,0
2003,YR2003,Cameroon,CMR,5.34430273,6.365670502,-60.62244023,4.460653049,157.0926424,78.89568375,395.0308129,..,..,0,48.8123397,6.61450203
2003,YR2003,Canada,CAN,3.870715696,4.668728287,-47.3812736,18.55264814,214.1910898,4.550469749,8272.181052,..,..,2.037477953,16.21372455,1.735423198
2003,YR2003,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
2003,YR2003,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,0,0,0
2003,YR2003,Chad,TCD,..,..,..,..,..,..,..,..,..,0,..,11.59877615
2003,YR2003,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Chile,CHL,6.778951021,9.596551183,66.85435045,7.217671579,104.2041022,17.56972626,1642.374267,..,..,0.283180617,2.763038995,0.035913173
2003,YR2003,China,CHN,3.550162292,4.228645816,2.032816216,2.770430943,236.4823264,14.21464999,1108.005537,..,..,0.252958712,2.536423358,1.619690968
2003,YR2003,Colombia,COL,11.86142317,14.12829987,-185.3248245,12.08909052,70.77992461,14.31010092,610.4943599,..,..,0.82611824,38.9534325,4.796383826
2003,YR2003,Comoros,COM,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,"Congo, Dem. Rep.",ZAR,1.440273479,1.715529016,-6.947983313,3.428290607,582.910572,95.13922545,293.763315,..,..,0,..,2.539486778
2003,YR2003,"Congo, Rep.",COG,13.27591854,15.81312424,-1106.421448,2.940626578,63.2386102,63.34844705,300.2178556,..,..,0,..,52.4207372
2003,YR2003,Costa Rica,CRI,10.59028501,12.6142302,56.82526675,34.08140346,79.27554705,9.093329783,799.1645601,..,..,0,0.487683935,0
2003,YR2003,Cote d'Ivoire,CIV,6.077503292,7.238995504,-2.770170676,2.387742662,138.1407129,66.84038139,377.2318719,..,..,1.25229025,9.325352065,1.092397983
2003,YR2003,Croatia,HRV,6.874331175,9.029224455,57.47325513,4.758708893,110.7514831,4.359762913,1984.677928,..,..,0.804933543,9.643684269,0.464063479
2003,YR2003,Cuba,CUB,9.769791336,11.63692921,36.94477677,0.093962692,85.93332333,25.59475277,1044.62401,..,..,0.237616544,1.500172498,1.519589086
2003,YR2003,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
2003,YR2003,Cyprus,CYP,7.340350963,9.814372133,97.93737855,1.549517882,101.8913881,0.640307279,2336.014627,..,..,0,3.591574773,0
2003,YR2003,Czech Republic,CZE,4.500138945,5.262633024,24.56085475,15.45267558,190.0189497,3.434352181,4357.051179,..,..,0.020589806,2.817749816,0.05319281
2003,YR2003,Denmark,DNK,8.386292597,11.2643789,-41.7168446,2.454388055,88.77542282,11.51309131,3728.201858,..,..,0.515101716,6.562639512,1.392418735
2003,YR2003,Djibouti,DJI,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Dominica,DMA,..,..,..,..,..,..,..,..,..,0,0,0
2003,YR2003,Dominican Republic,DOM,8.963820923,10.67692706,87.31416357,1.479567439,93.65990742,11.20626899,773.2504854,..,..,0,2.613542969,0
2003,YR2003,Ecuador,ECU,9.148782921,10.89723777,-146.8441697,6.509237018,91.76637428,6.90315069,716.5295419,..,..,0.059577736,41.98726834,10.85706038
2003,YR2003,"Egypt, Arab Rep.",EGY,9.69689599,11.55010258,-26.90688633,2.354521942,86.57931761,2.804702205,676.7922727,..,..,4.945637209,43.80318119,7.280343524
2003,YR2003,El Salvador,SLV,7.557169464,9.001445683,45.80733101,22.82215522,111.093266,31.52038131,748.5658614,..,..,0,2.005017061,0
2003,YR2003,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
2003,YR2003,Eritrea,ERI,6.4849965,7.724366117,29.91511652,0.010692807,129.4604612,70.07419067,204.7340806,..,..,0,0.018165288,0
2003,YR2003,Estonia,EST,3.484972962,4.973520343,24.96882952,0.031386578,201.0648255,11.05781412,3798.038257,..,..,0,4.220546979,0
2003,YR2003,Ethiopia,ETH,1.164044807,1.386509348,4.815135264,0.614410906,721.2356712,94.57045383,440.5976395,..,..,0,0.007621973,0
2003,YR2003,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Fiji,FJI,..,..,..,..,..,..,..,..,..,0,0.000465557,0
2003,YR2003,Finland,FIN,4.083166877,5.166930772,56.80359111,18.36896012,193.5384939,19.33410257,7056.604107,..,..,0,4.014585413,0
2003,YR2003,France,FRA,6.576665828,8.280863018,48.94529601,45.22784414,120.7603601,4.227374098,4271.259852,..,..,0.010816447,2.638720768,0.010990511
2003,YR2003,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,0.021618732,..
2003,YR2003,Gabon,GAB,11.77727785,14.02807326,-845.3384617,4.839096902,71.28562713,62.13387918,1213.474315,..,..,0.307585446,17.59405631,37.11276904
2003,YR2003,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,0,0,0
2003,YR2003,Georgia,GEO,5.50222264,6.553771021,49.15306614,21.10780812,152.5839088,23.84832964,624.936589,..,..,0.059809894,5.289940185,0.578902316
2003,YR2003,Germany,DEU,7.191827811,9.110778715,59.97192286,13.76508759,109.7601019,3.130087878,4082.34756,..,..,0.099251947,1.553685595,0.024571384
2003,YR2003,Ghana,GHA,5.308774834,6.32335275,28.30270242,4.3202058,158.143953,67.19794717,380.965237,..,..,0,0.056868835,0.807095185
2003,YR2003,Greece,GRC,8.927280726,10.7413298,66.00878638,2.050338252,93.09834246,3.342717945,2644.612012,..,..,0.002398857,6.878496965,0.011587809
2003,YR2003,Greenland,GRL,..,..,..,..,..,..,..,..,..,0,0.028172841,0
2003,YR2003,Grenada,GRD,..,..,..,..,..,..,..,..,..,0,0.083980101,0
2003,YR2003,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
2003,YR2003,Guatemala,GTM,8.590498672,10.23225793,23.90146885,5.563464494,97.73013999,52.40339532,599.1219839,..,..,0,8.227890028,0.94641434
2003,YR2003,Guinea,GIN,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Guyana,GUY,..,..,..,..,..,..,..,..,..,0,0.001483158,0
2003,YR2003,Haiti,HTI,5.576092586,6.641758502,24.55436447,0.988748199,150.5625355,74.45688733,247.0832073,..,..,0,..,0
2003,YR2003,Honduras,HND,5.568539542,6.63276197,55.51380857,4.104142134,150.7667552,40.38204929,550.5585014,..,..,0,0.210196496,0
2003,YR2003,"Hong Kong SAR, China",HKG,14.61693515,17.41042707,99.63376435,0,57.43684495,0.409132245,2038.247459,..,..,0,1.13629503,0
2003,YR2003,Hungary,HUN,6.061439122,7.820482367,60.16618773,11.4350185,127.8693504,3.144578818,2580.207496,..,..,0.420713982,1.559716225,0.222985752
2003,YR2003,Iceland,ISL,2.80593017,3.09807328,24.93342372,75.01549653,322.781261,0.051079747,11305.96053,..,..,0,0.23461502,0
2003,YR2003,India,IND,5.344494194,6.365898558,18.78506363,2.43880128,157.0870146,31.70137257,441.8256926,..,..,0.618225688,5.959998387,0.926682931
2003,YR2003,Indonesia,IDN,7.062021076,8.411667811,-53.9758156,7.003320132,118.8824883,30.56554501,752.1077476,..,..,3.515463697,25.77140007,3.662902221
2003,YR2003,"Iran, Islamic Rep.",IRN,5.54619243,6.606144026,-97.06588852,0.670623172,151.3742353,0.068795038,2082.041664,..,..,8.564516279,79.13319012,26.66991344
2003,YR2003,Iraq,IRQ,5.667301871,6.750399102,-197.8092481,0.137479937,148.1393892,0.09697951,1056.796091,..,..,..,..,..
2003,YR2003,Ireland,IRL,10.1451485,12.43763752,87.07252382,0.639114555,80.40112103,1.017169416,3550.45676,..,..,0.052012239,0.244853782,0
2003,YR2003,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,0,..,0
2003,YR2003,Israel,ISR,8.063612716,8.443949853,96.25639922,3.514456586,118.427989,0.044521181,2949.300417,..,..,0.000961051,0.038267847,0.000419212
2003,YR2003,Italy,ITA,9.098779408,11.70339906,84.51944134,4.519726162,85.44526207,1.68518621,3129.164427,..,..,0.111711879,2.158159497,0.059102878
2003,YR2003,Jamaica,JAM,5.082482862,6.053813354,89.37558003,0.269884611,165.1851389,10.35453536,1420.454567,..,..,0,2.368412767,0
2003,YR2003,Japan,JPN,7.048802024,8.25471362,83.43521551,14.75383504,121.1429065,1.162451288,3963.960663,..,..,0.010239782,0.37415811,0.001223578
